Date,Open,High,Low,Close,Volume
11/17/2022,"15.72","16.27","15.54","15.68","710,893,583"
11/16/2022,"16.16","16.36","15.87","15.91","649,546,834"
11/15/2022,"16.72","17.00","16.38","16.67","545,875,505"
11/14/2022,"16.22","16.54","15.92","16.30","527,852,455"
11/11/2022,"15.81","16.39","15.48","16.33","655,487,493"
11/10/2022,"14.80","15.77","14.55","15.75","700,819,293"
11/09/2022,"14.16","14.21","13.76","13.78","454,413,665"
11/08/2022,"14.80","14.89","14.22","14.60","595,291,944"
11/07/2022,"14.23","14.41","13.95","14.30","410,061,016"
11/04/2022,"13.99","14.23","13.70","14.16","612,575,974"
11/03/2022,"13.04","13.78","12.96","13.42","500,064,875"
11/02/2022,"13.85","14.21","13.21","13.22","672,627,803"
11/01/2022,"13.81","13.93","13.52","13.54","432,816,876"
10/31/2022,"13.78","13.84","13.30","13.50","486,341,015"
10/28/2022,"13.10","13.85","13.06","13.83","521,039,915"
10/27/2022,"13.63","13.84","13.12","13.18","583,113,084"
10/26/2022,"12.87","13.39","12.71","12.90","535,533,275"
10/25/2022,"12.69","13.30","12.66","13.26","505,482,295"
10/24/2022,"12.51","12.71","12.06","12.60","517,457,375"
10/21/2022,"12.10","12.50","11.89","12.47","609,494,404"
10/20/2022,"12.11","12.77","12.11","12.19","652,397,573"
10/19/2022,"11.88","12.35","11.83","12.05","523,130,585"
10/18/2022,"12.34","12.49","11.62","11.97","659,362,023"
10/17/2022,"11.52","11.95","11.52","11.89","580,774,214"
10/14/2022,"12.06","12.11","11.20","11.23","713,432,023"
10/13/2022,"10.97","12.08","10.81","11.96","850,103,041"
10/12/2022,"11.58","11.74","11.35","11.50","492,590,195"
10/11/2022,"11.56","11.85","11.28","11.59","667,481,553"
10/10/2022,"12.04","12.12","11.41","11.67","698,699,293"
10/07/2022,"12.51","12.67","12.02","12.08","672,478,193"
10/06/2022,"13.22","13.66","13.10","13.13","644,156,874"
10/05/2022,"12.91","13.32","12.62","13.21","507,130,695"
10/04/2022,"12.88","13.22","12.88","13.17","584,181,714"
10/03/2022,"12.35","12.68","12.11","12.51","547,478,475"
09/30/2022,"12.09","12.63","12.08","12.14","565,638,394"
09/29/2022,"12.45","12.50","11.95","12.22","532,763,115"
09/28/2022,"12.41","12.82","12.35","12.74","542,413,865"
09/27/2022,"12.51","12.74","12.26","12.41","553,854,054"
09/26/2022,"12.49","12.66","12.21","12.23","547,342,725"
09/23/2022,"12.42","12.61","12.26","12.52","663,309,213"
09/22/2022,"13.07","13.15","12.43","12.56","759,162,262"
09/21/2022,"13.21","14.03","13.11","13.26","807,679,372"
09/20/2022,"13.21","13.48","13.06","13.18","524,817,805"
09/19/2022,"13.01","13.46","13.01","13.38","569,685,224"
09/16/2022,"12.74","13.21","12.62","13.20","670,751,323"
09/15/2022,"13.02","13.23","12.79","12.93","523,625,195"
09/14/2022,"13.25","13.29","12.91","13.13","588,506,514"
09/13/2022,"13.80","13.92","13.10","13.13","714,955,613"
09/12/2022,"14.37","14.55","14.20","14.51","484,159,215"
09/09/2022,"14.16","14.47","14.13","14.39","487,128,395"
09/08/2022,"13.46","14.01","13.37","13.99","624,873,084"
09/07/2022,"13.56","13.84","13.35","13.71","512,657,535"
09/06/2022,"13.73","13.78","13.35","13.47","535,751,205"
09/02/2022,"14.10","14.17","13.59","13.65","743,157,493"
09/01/2022,"14.21","14.38","13.27","13.94","1,178,864,828"
08/31/2022,"15.38","15.54","14.96","15.09","573,709,874"
08/30/2022,"15.96","16.04","15.18","15.47","530,180,695"
08/29/2022,"16.02","16.34","15.77","15.80","496,131,905"
08/26/2022,"17.86","17.92","16.24","16.26","769,127,332"
08/25/2022,"16.84","17.95","16.83","17.91","770,691,242"
08/24/2022,"17.01","17.41","16.90","17.22","522,660,695"
08/23/2022,"16.99","17.47","16.97","17.18","369,985,776"
08/22/2022,"17.49","17.56","16.97","17.03","409,592,726"
08/19/2022,"18.41","18.52","17.77","17.85","441,588,316"
08/18/2022,"18.30","18.86","18.18","18.77","415,446,596"
08/17/2022,"18.52","18.69","18.15","18.34","446,799,096"
08/16/2022,"18.92","19.14","18.50","18.88","451,239,605"
08/15/2022,"18.70","19.16","18.61","19.03","457,665,585"
08/12/2022,"18.16","18.72","17.95","18.71","478,094,215"
08/11/2022,"18.13","18.71","17.88","17.94","509,326,595"
08/10/2022,"17.70","18.12","17.32","18.10","597,422,454"
08/09/2022,"17.25","17.45","16.72","17.09","668,262,723"
08/08/2022,"17.50","18.24","17.24","17.79","983,783,190"
08/05/2022,"18.81","19.23","18.67","18.99","386,068,316"
08/04/2022,"18.85","19.27","18.76","19.22","409,652,296"
08/03/2022,"18.18","18.97","18.14","18.89","418,145,586"
08/02/2022,"18.12","18.94","18.09","18.53","489,526,875"
08/01/2022,"18.18","18.85","17.99","18.44","476,468,975"
07/29/2022,"17.81","18.24","17.69","18.16","435,460,386"
07/28/2022,"17.98","18.14","17.44","17.98","474,646,325"
07/27/2022,"17.03","17.94","16.91","17.79","569,776,204"
07/26/2022,"16.89","16.92","16.48","16.53","397,864,876"
07/25/2022,"17.02","17.12","16.65","17.02","480,747,535"
07/22/2022,"17.89","17.97","17.14","17.32","536,670,895"
07/21/2022,"17.89","18.14","17.54","18.05","557,049,294"
07/20/2022,"16.95","17.93","16.80","17.81","760,537,722"
07/19/2022,"16.49","17.11","16.17","16.99","702,366,083"
07/18/2022,"16.30","16.90","16.00","16.10","670,517,493"
07/15/2022,"15.66","15.78","15.45","15.76","385,935,506"
07/14/2022,"15.11","15.47","14.73","15.37","456,234,795"
07/13/2022,"14.59","15.38","14.47","15.16","521,918,315"
07/12/2022,"15.27","15.43","14.88","15.08","458,483,115"
07/11/2022,"15.53","15.53","15.04","15.15","438,388,706"
07/08/2022,"15.43","16.04","15.39","15.84","467,971,795"
07/07/2022,"15.46","15.95","15.39","15.86","492,902,805"
07/06/2022,"15.01","15.32","14.79","15.13","529,065,935"
07/05/2022,"14.18","14.97","14.06","14.96","652,207,653"
07/01/2022,"14.90","15.06","14.39","14.52","577,610,034"
06/30/2022,"15.36","15.57","14.86","15.16","686,069,993"
06/29/2022,"15.81","15.82","15.17","15.54","482,352,295"
06/28/2022,"16.90","17.20","15.95","15.98","461,859,405"
06/27/2022,"17.31","17.33","16.63","16.87","427,967,926"
06/24/2022,"16.50","17.14","16.31","17.13","472,152,805"
06/23/2022,"16.52","16.59","15.85","16.23","463,679,605"
06/22/2022,"16.23","16.66","16.18","16.36","437,997,376"
